"CountryCode","SeriesCode","DESCRIPTION",
"DEU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DEU","IT.NET.USER.ZS","Bundesnetzagentur (BNetzA, formerly Regulierungsbehörde für Telekommunikation und Post).",
"DEU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DEU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DEU","SP.DYN.TFRT.IN","Data source: Eurostat",
"DJI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"DJI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"DJI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"DJI","IT.NET.USER.ZS","Until 2001: Office des Postes et Télécommunications (OPT). Djibouti Telecom S.A. Ministère de la Communication et de la Culture, chargé des Postes et des Télécommunications.",
"DJI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DMA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"DMA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"DMA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"DMA","IT.NET.USER.ZS","Telecommunications of Dominica Limited. From 2000: National Telecommunications Regulatory Commission (NTRC).",
"DMA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DMA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"DNK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DNK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DNK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DNK","IT.NET.USER.ZS","National IT and Telecom Agency.",
"DNK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DNK","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"DNK","SP.DYN.TFRT.IN","Data source: Eurostat",
"DOM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DOM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DOM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DOM","IT.NET.USER.ZS","Until 2000: Compañía Dominicana de Teléfonos (CODETEL). From 2000: Instituto Dominicano de las Telecomunicaciones (INDOTEL).",
"DOM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DZA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"DZA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DZA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"DZA","IT.NET.USER.ZS","Ministère des Postes et Télécommunications (MPT). From 2004: Autorité de Régulation de la Poste et des Télecommunications (ARPT).",
"DZA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"EAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"EAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"ECU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ECU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ECU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ECU","IT.NET.USER.ZS","Superintendencia de Telecomunicaciones (SUPTEL). Consejo Nacional de Telecomunicaciones.",
"ECU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"EGY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"EGY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EGY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EGY","IT.NET.USER.ZS","Telecom Egypt. From 2003: Ministry of Communications and Information Technology.",
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.",
"EGY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ERI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ERI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ERI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ERI","IT.NET.USER.ZS","Eritrea Telecommunication Services Corporation (Eritel).",
"ERI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ESP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ESP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ESP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ESP","IT.NET.USER.ZS","Telefónica de España, S.A.. Ministerio de Ciencia y Technología. Since 2002: Comisión del Mercado de las Telecomunicaciones (CMT).",
"ESP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ESP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ESP","SP.DYN.TFRT.IN","Data source: Eurostat",
"EST","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"EST","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EST","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"EST","IT.NET.USER.ZS","Ministry of Economic Affairs and Communications. Estonian Competition Authority.",
"EST","SM.POP.NETM","Data source: United Nations World Population Prospects",
"EST","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"EST","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical Office of Estonia",
"ETH","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ETH","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ETH","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ETH","IT.NET.USER.ZS","Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.",
"ETH","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FIN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"FIN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FIN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FIN","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2005: Finnish Communications Regulatory Authority.",
"FIN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FIN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FIN","SP.DYN.TFRT.IN","Data source: Eurostat",
"FJI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"FJI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"FJI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"FJI","IT.NET.USER.ZS","Until 2003: Telecom Fiji. Ministry of Information, Communications & Media Relations. Ministry of Industry, Tourism, Trade & Communications",
"FJI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"FRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"FRA","IT.NET.USER.ZS","Until 1996: France Télécom. Autorité de Régulation des Communications Electroniques et des Postes (ACREP) (formerly ART).",
"FRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FRA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"FRA","SP.DYN.TFRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FSM","IT.NET.USER.ZS","FSM Telecommunication Corporation.",
"FSM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GAB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GAB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GAB","IT.NET.USER.ZS","Until 2001: Office des postes et des télécommunications (OPT). Gabon Telecom S.A.",
"GAB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GBR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GBR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","IT.NET.USER.ZS","Office of Communications (Ofcom).",
"GBR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GBR","SP.DYN.TFRT.IN","Data source: Eurostat",
"GEO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GEO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","EN.POP.DNST","Excludes Abkhazia and South Ossetia.",
"GEO","IT.NET.USER.ZS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GEO","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.TO.ZS","Including Abkhazia and South Ossetia.",
"GHA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GHA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GHA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GHA","IT.NET.USER.ZS","Ghana Telecom. From 2002: National Communications Authority (NCA).",
"GHA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GIN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GIN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GIN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GIN","IT.NET.USER.ZS","Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.",
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup",
"GIN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GMB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GMB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GMB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GMB","IT.NET.USER.ZS","Gambia Telecommunications Co. Ltd (GAMTEL). From 2005: The Gambia Public Utilities Regulatory Authority.",
"GMB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GNB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNB","IT.NET.USER.ZS","Until 2001: Ministério dos Transportes e Comunicações. Instituto das Comunicações da Guiné-Bissau.",
"GNB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNQ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GNQ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNQ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNQ","IT.NET.USER.ZS","Until 2001: Ministerio de Transportes, Información y Comunicaciones. La Société Anonyme de Télécommunications de la République de Guinée Equatoriale (GETESA).",
"GNQ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GRC","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GRC","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GRC","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GRC","IT.NET.USER.ZS","Hellenic Telecommunications & Post Commission (EETT).",
"GRC","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GRC","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GRC","SP.DYN.TFRT.IN","Data source: Eurostat",
"GRD","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GRD","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GRD","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GRD","IT.NET.USER.ZS","Cable and Wireless (WI).",
"GRD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GTM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GTM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GTM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GTM","IT.NET.USER.ZS","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GTM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GTM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GUY","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GUY","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GUY","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GUY","IT.NET.USER.ZS","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"GUY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GUY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"HIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","IT.NET.USER.ZS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HND","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"HND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"HRV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HRV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","IT.NET.USER.ZS","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HRV","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HRV","SP.DYN.TFRT.IN","Data source: Croatian Bureau of Statistics, Eurostat, United Nations World Population Prospects",
"HTI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HTI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","IT.NET.USER.ZS","Conseil National des Télécommunications (CONATEL).",
"HTI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HTI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"HTI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"HUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"HUN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HUN","SP.DYN.TFRT.IN","Data source: Eurostat",
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IND","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IND","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation.",
"IRL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRL","SP.DYN.TFRT.IN","Data source: Eurostat",
"IRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRQ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRQ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ISL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ISL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","IT.NET.USER.ZS","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ISL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISL","SP.DYN.TFRT.IN","Data source: Eurostat",
"ISR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ISR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISR","IT.NET.USER.ZS","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ISR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISR","SP.DYN.TFRT.IN","Data source: Central Bureau of Statistics",
"ITA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ITA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ITA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ITA","IT.NET.USER.ZS","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ITA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ITA","SP.DYN.TFRT.IN","Data source: Eurostat",
"JAM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JAM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JAM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JAM","IT.NET.USER.ZS","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JAM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"JOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JOR","IT.NET.USER.ZS","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JOR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"JPN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JPN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JPN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JPN","IT.NET.USER.ZS","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"JPN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"JPN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
