"CountryCode","SeriesCode","Year","DESCRIPTION",
"BWA","IT.NET.USER.ZS","YR1986","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1987","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1988","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1989","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1990","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1991","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1995","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1996","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1997","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1998","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR1999","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR2000","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR2001","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR2002","Source: Botswana Telecommunication Corporation.",
"BWA","IT.NET.USER.ZS","YR2003","Source: Botswana Telecommunications Authority (BTA).",
"BWA","IT.NET.USER.ZS","YR2004","Source: Botswana Telecommunications Authority (BTA).",
"BWA","IT.NET.USER.ZS","YR2005","Source: ITU estimate.",
"BWA","IT.NET.USER.ZS","YR2006","Source: Botswana Telecommunications Authority (BTA).",
"BWA","IT.NET.USER.ZS","YR2007","Source: BOTSWANA TELECOMMUNICATIONS AUTHORITY",
"BWA","IT.NET.USER.ZS","YR2008","Source: BOTSWANA TELECOMMUNICATIONS AUTHORITY",
"BWA","IT.NET.USER.ZS","YR2009","Source: Estimate from BOTSWANA TELECOMMUNICATIONS AUTHORITY",
"BWA","IT.NET.USER.ZS","YR2010","Source: BOTSWANA TELECOMMUNICATIONS AUTHORITY",
"BWA","IT.NET.USER.ZS","YR2011","Source: RIA.",
"BWA","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"BWA","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"BWA","IT.NET.USER.ZS","YR2014","Source: Central Statistics Office.",
"BWA","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"BWA","IT.NET.USER.ZS","YR2016","Source: ITU estimate.",
"BWA","IT.NET.USER.ZS","YR2017","Source: AfroBarometer;Note: 18+",
"BWA","SE.ADT.LITR.ZS","YR2013","UIS Estimation",
"BWA","SH.DYN.MORT","YR1960","Uncertainty bound is 142.8 - 196",
"BWA","SH.DYN.MORT","YR1961","Uncertainty bound is 139.9 - 188.4",
"BWA","SH.DYN.MORT","YR1962","Uncertainty bound is 136.6 - 182",
"BWA","SH.DYN.MORT","YR1963","Uncertainty bound is 133.1 - 175.6",
"BWA","SH.DYN.MORT","YR1964","Uncertainty bound is 129.5 - 170.6",
"BWA","SH.DYN.MORT","YR1965","Uncertainty bound is 126.1 - 165.7",
"BWA","SH.DYN.MORT","YR1966","Uncertainty bound is 123 - 161",
"BWA","SH.DYN.MORT","YR1967","Uncertainty bound is 120 - 155.8",
"BWA","SH.DYN.MORT","YR1968","Uncertainty bound is 117.1 - 150.2",
"BWA","SH.DYN.MORT","YR1969","Uncertainty bound is 113.8 - 144.8",
"BWA","SH.DYN.MORT","YR1970","Uncertainty bound is 110.1 - 139.3",
"BWA","SH.DYN.MORT","YR1971","Uncertainty bound is 105.9 - 134",
"BWA","SH.DYN.MORT","YR1972","Uncertainty bound is 101.4 - 128.9",
"BWA","SH.DYN.MORT","YR1973","Uncertainty bound is 96.6 - 123.7",
"BWA","SH.DYN.MORT","YR1974","Uncertainty bound is 91.6 - 118.6",
"BWA","SH.DYN.MORT","YR1975","Uncertainty bound is 86.6 - 113",
"BWA","SH.DYN.MORT","YR1976","Uncertainty bound is 81.8 - 107",
"BWA","SH.DYN.MORT","YR1977","Uncertainty bound is 76.9 - 101",
"BWA","SH.DYN.MORT","YR1978","Uncertainty bound is 72.1 - 94.8",
"BWA","SH.DYN.MORT","YR1979","Uncertainty bound is 67.6 - 89.3",
"BWA","SH.DYN.MORT","YR1980","Uncertainty bound is 63.5 - 84",
"BWA","SH.DYN.MORT","YR1981","Uncertainty bound is 59.9 - 79.6",
"BWA","SH.DYN.MORT","YR1982","Uncertainty bound is 56.6 - 75.5",
"BWA","SH.DYN.MORT","YR1983","Uncertainty bound is 53.5 - 71.6",
"BWA","SH.DYN.MORT","YR1984","Uncertainty bound is 50.6 - 68.2",
"BWA","SH.DYN.MORT","YR1985","Uncertainty bound is 48.1 - 64.8",
"BWA","SH.DYN.MORT","YR1986","Uncertainty bound is 45.6 - 61.3",
"BWA","SH.DYN.MORT","YR1987","Uncertainty bound is 43.3 - 58.5",
"BWA","SH.DYN.MORT","YR1988","Uncertainty bound is 41.4 - 56.6",
"BWA","SH.DYN.MORT","YR1989","Uncertainty bound is 40.4 - 56.3",
"BWA","SH.DYN.MORT","YR1990","Uncertainty bound is 40.7 - 57.9",
"BWA","SH.DYN.MORT","YR1991","Uncertainty bound is 42.2 - 61.3",
"BWA","SH.DYN.MORT","YR1992","Uncertainty bound is 44.4 - 66.7",
"BWA","SH.DYN.MORT","YR1993","Uncertainty bound is 47.5 - 72.8",
"BWA","SH.DYN.MORT","YR1994","Uncertainty bound is 50.9 - 79.3",
"BWA","SH.DYN.MORT","YR1995","Uncertainty bound is 54.5 - 85.7",
"BWA","SH.DYN.MORT","YR1996","Uncertainty bound is 53.7 - 84.8",
"BWA","SH.DYN.MORT","YR1997","Uncertainty bound is 56.2 - 88.6",
"BWA","SH.DYN.MORT","YR1998","Uncertainty bound is 57.8 - 91.5",
"BWA","SH.DYN.MORT","YR1999","Uncertainty bound is 57.6 - 93.8",
"BWA","SH.DYN.MORT","YR2000","Uncertainty bound is 55.8 - 95.9",
"BWA","SH.DYN.MORT","YR2001","Uncertainty bound is 51.5 - 95",
"BWA","SH.DYN.MORT","YR2002","Uncertainty bound is 46.3 - 92.9",
"BWA","SH.DYN.MORT","YR2003","Uncertainty bound is 41.2 - 91.2",
"BWA","SH.DYN.MORT","YR2004","Uncertainty bound is 36.1 - 89",
"BWA","SH.DYN.MORT","YR2005","Uncertainty bound is 30.2 - 80.5",
"BWA","SH.DYN.MORT","YR2006","Uncertainty bound is 25.4 - 71.3",
"BWA","SH.DYN.MORT","YR2007","Uncertainty bound is 23 - 67",
"BWA","SH.DYN.MORT","YR2008","Uncertainty bound is 22 - 64.6",
"BWA","SH.DYN.MORT","YR2009","Uncertainty bound is 21 - 61.5",
"BWA","SH.DYN.MORT","YR2010","Uncertainty bound is 20.3 - 58.9",
"BWA","SH.DYN.MORT","YR2011","Uncertainty bound is 20.9 - 60",
"BWA","SH.DYN.MORT","YR2012","Uncertainty bound is 20.1 - 58.6",
"BWA","SH.DYN.MORT","YR2013","Uncertainty bound is 19.1 - 58.2",
"BWA","SH.DYN.MORT","YR2014","Uncertainty bound is 18.9 - 62.5",
"BWA","SH.DYN.MORT","YR2015","Uncertainty bound is 18.6 - 70.1",
"BWA","SH.DYN.MORT","YR2016","Uncertainty bound is 18.4 - 78.8",
"BWA","SH.DYN.MORT","YR2017","Uncertainty bound is 17.6 - 83.5",
"BWA","SH.DYN.MORT","YR2018","Uncertainty bound is 16.4 - 86.2",
"BWA","SH.DYN.MORT","YR2019","Uncertainty bound is 15.1 - 87.2",
"BWA","SH.MED.BEDS.ZS","YR2007    ","Hospital beds include inpatient and maternity beds. Maternity beds are included, while cots and delivery beds are excluded. ",
"BWA","SH.STA.OWAD.ZS","YR1975","Plausible bound is 8.5 - 18.7",
"BWA","SH.STA.OWAD.ZS","YR1976","Plausible bound is 9 - 19.1",
"BWA","SH.STA.OWAD.ZS","YR1977","Plausible bound is 9.6 - 19.6",
"BWA","SH.STA.OWAD.ZS","YR1978","Plausible bound is 10.2 - 20",
"BWA","SH.STA.OWAD.ZS","YR1979","Plausible bound is 10.8 - 20.5",
"BWA","SH.STA.OWAD.ZS","YR1980","Plausible bound is 11.4 - 21",
"BWA","SH.STA.OWAD.ZS","YR1981","Plausible bound is 12 - 21.4",
"BWA","SH.STA.OWAD.ZS","YR1982","Plausible bound is 12.7 - 22.1",
"BWA","SH.STA.OWAD.ZS","YR1983","Plausible bound is 13.5 - 22.8",
"BWA","SH.STA.OWAD.ZS","YR1984","Plausible bound is 14.3 - 23.6",
"BWA","SH.STA.OWAD.ZS","YR1985","Plausible bound is 15.2 - 24.4",
"BWA","SH.STA.OWAD.ZS","YR1986","Plausible bound is 16.1 - 25.3",
"BWA","SH.STA.OWAD.ZS","YR1987","Plausible bound is 17.1 - 26.2",
"BWA","SH.STA.OWAD.ZS","YR1988","Plausible bound is 18.2 - 27.4",
"BWA","SH.STA.OWAD.ZS","YR1989","Plausible bound is 19.4 - 28.5",
"BWA","SH.STA.OWAD.ZS","YR1990","Plausible bound is 20.6 - 29.7",
"BWA","SH.STA.OWAD.ZS","YR1991","Plausible bound is 21.8 - 30.9",
"BWA","SH.STA.OWAD.ZS","YR1992","Plausible bound is 22.9 - 32",
"BWA","SH.STA.OWAD.ZS","YR1993","Plausible bound is 23.9 - 33",
"BWA","SH.STA.OWAD.ZS","YR1994","Plausible bound is 24.9 - 34",
"BWA","SH.STA.OWAD.ZS","YR1995","Plausible bound is 26 - 34.9",
"BWA","SH.STA.OWAD.ZS","YR1996","Plausible bound is 27 - 35.8",
"BWA","SH.STA.OWAD.ZS","YR1997","Plausible bound is 27.9 - 36.6",
"BWA","SH.STA.OWAD.ZS","YR1998","Plausible bound is 28.7 - 37.4",
"BWA","SH.STA.OWAD.ZS","YR1999","Plausible bound is 29.5 - 38.2",
"BWA","SH.STA.OWAD.ZS","YR2000","Plausible bound is 30.3 - 38.8",
"BWA","SH.STA.OWAD.ZS","YR2001","Plausible bound is 30.9 - 39.5",
"BWA","SH.STA.OWAD.ZS","YR2002","Plausible bound is 31.6 - 40.1",
"BWA","SH.STA.OWAD.ZS","YR2003","Plausible bound is 32.3 - 40.7",
"BWA","SH.STA.OWAD.ZS","YR2004","Plausible bound is 32.9 - 41.3",
"BWA","SH.STA.OWAD.ZS","YR2005","Plausible bound is 33.5 - 41.9",
"BWA","SH.STA.OWAD.ZS","YR2006","Plausible bound is 34.1 - 42.5",
"BWA","SH.STA.OWAD.ZS","YR2007","Plausible bound is 34.6 - 43",
"BWA","SH.STA.OWAD.ZS","YR2008","Plausible bound is 35.1 - 43.6",
"BWA","SH.STA.OWAD.ZS","YR2009","Plausible bound is 35.6 - 44.1",
"BWA","SH.STA.OWAD.ZS","YR2010","Plausible bound is 36.1 - 44.7",
"BWA","SH.STA.OWAD.ZS","YR2011","Plausible bound is 36.5 - 45.2",
"BWA","SH.STA.OWAD.ZS","YR2012","Plausible bound is 36.9 - 45.8",
"BWA","SH.STA.OWAD.ZS","YR2013","Plausible bound is 37.1 - 46.4",
"BWA","SH.STA.OWAD.ZS","YR2014","Plausible bound is 37.5 - 47",
"BWA","SH.STA.OWAD.ZS","YR2015","Plausible bound is 37.8 - 47.7",
"BWA","SH.STA.OWAD.ZS","YR2016","Plausible bound is 38.1 - 48.4",
"BWA","SI.DST.FRST.20","YR1985","Based on data from HIES. Estimated from grouped consumption data.",
"BWA","SI.DST.FRST.20","YR1993","Based on data from HIES. Estimated from grouped consumption data.",
"BWA","SI.DST.FRST.20","YR2002","Based on data from HIES. Estimated from unit-record consumption data.",
"BWA","SI.DST.FRST.20","YR2009","Based on data from CWIS. Estimated from unit-record consumption data.",
"BWA","SI.DST.FRST.20","YR2015","Based on data from BMTHS. Estimated from unit-record consumption data.",
"BWA","SI.POV.GINI","YR1985","Based on data from HIES. Estimated from grouped consumption data.",
"BWA","SI.POV.GINI","YR1993","Based on data from HIES. Estimated from grouped consumption data.",
"BWA","SI.POV.GINI","YR2002","Based on data from HIES. Estimated from unit-record consumption data.",
"BWA","SI.POV.GINI","YR2009","Based on data from CWIS. Estimated from unit-record consumption data.",
"BWA","SI.POV.GINI","YR2015","Based on data from BMTHS. Estimated from unit-record consumption data.",
"BWA","SI.POV.NAHC","YR1985    ","Source: Central Statistics office. Poverty line is absolute. Government estimate.",
"BWA","SI.POV.NAHC","YR1993    ","Source: Central Statistics office. Poverty line is absolute. Government estimate.",
"BWA","SI.POV.NAHC","YR2002    ","Source: Botswana Selected Statistical Indicators 1966 -2016. Poverty line is absolute. Government estimate.",
"BWA","SI.POV.NAHC","YR2009    ","Source: Botswana Selected Statistical Indicators 1966 -2016. Poverty line is absolute. Government estimate.",
"BWA","SI.SPR.PCAP.ZG","YR2015","Estimated from consumption data. Growth rates are for the period of 2009-2015.",
"BWA","SP.UWT.TFRT","YR1988","Unmet need data do not necessarily correspond to the 2012 DHS definition.Source: Botswana 1988 Demographic and Health Survey",
"BWA","SP.UWT.TFRT","YR2007","Source: Botswana 2007 Family Health Survey - Multiple Indicator Cluster Survey",
"CAF","IT.NET.USER.ZS","YR2003","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2004","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2005","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2006","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2007","Source: Société Centrafricaine des Télécommunications.",
"CAF","IT.NET.USER.ZS","YR2008","Source: Société Centrafricaine des Télécommunications.",
"CAF","IT.NET.USER.ZS","YR2009","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2010","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2011","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2015","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2016","Source: ITU estimate.",
"CAF","IT.NET.USER.ZS","YR2017","Source: ITU estimate.",
"CAF","SE.ADT.LITR.ZS","YR2010","UIS Estimation",
"CAF","SE.ADT.LITR.ZS","YR2018","UIS Estimation",
"CAF","SE.ENR.PRSC.FM.ZS","YR2001","UIS Estimation",
"CAF","SH.DYN.MORT","YR1960","Uncertainty bound is 220.5 - 377.1",
"CAF","SH.DYN.MORT","YR1961","Uncertainty bound is 219.4 - 363.3",
"CAF","SH.DYN.MORT","YR1962","Uncertainty bound is 217.9 - 348.8",
"CAF","SH.DYN.MORT","YR1963","Uncertainty bound is 215.9 - 336.2",
"CAF","SH.DYN.MORT","YR1964","Uncertainty bound is 213.4 - 324",
"CAF","SH.DYN.MORT","YR1965","Uncertainty bound is 211.2 - 312",
"CAF","SH.DYN.MORT","YR1966","Uncertainty bound is 208.1 - 299.6",
"CAF","SH.DYN.MORT","YR1967","Uncertainty bound is 204.5 - 287.4",
"CAF","SH.DYN.MORT","YR1968","Uncertainty bound is 200.9 - 276.9",
"CAF","SH.DYN.MORT","YR1969","Uncertainty bound is 197.6 - 267.6",
"CAF","SH.DYN.MORT","YR1970","Uncertainty bound is 194 - 258.5",
"CAF","SH.DYN.MORT","YR1971","Uncertainty bound is 190.5 - 251.2",
"CAF","SH.DYN.MORT","YR1972","Uncertainty bound is 187 - 243.9",
"CAF","SH.DYN.MORT","YR1973","Uncertainty bound is 183.8 - 238.1",
"CAF","SH.DYN.MORT","YR1974","Uncertainty bound is 180.4 - 232.6",
"CAF","SH.DYN.MORT","YR1975","Uncertainty bound is 177.3 - 227.7",
"CAF","SH.DYN.MORT","YR1976","Uncertainty bound is 174.3 - 223.4",
"CAF","SH.DYN.MORT","YR1977","Uncertainty bound is 171.2 - 219.2",
"CAF","SH.DYN.MORT","YR1978","Uncertainty bound is 168.4 - 215.2",
"CAF","SH.DYN.MORT","YR1979","Uncertainty bound is 165.9 - 211.6",
"CAF","SH.DYN.MORT","YR1980","Uncertainty bound is 163.8 - 208.4",
"CAF","SH.DYN.MORT","YR1981","Uncertainty bound is 162.2 - 205.7",
"CAF","SH.DYN.MORT","YR1982","Uncertainty bound is 160.7 - 203.3",
"CAF","SH.DYN.MORT","YR1983","Uncertainty bound is 159.7 - 201.4",
"CAF","SH.DYN.MORT","YR1984","Uncertainty bound is 159 - 199.9",
"CAF","SH.DYN.MORT","YR1985","Uncertainty bound is 158.4 - 199.1",
"CAF","SH.DYN.MORT","YR1986","Uncertainty bound is 157.7 - 198.4",
"CAF","SH.DYN.MORT","YR1987","Uncertainty bound is 157.2 - 197.9",
"CAF","SH.DYN.MORT","YR1988","Uncertainty bound is 157.2 - 197.7",
"CAF","SH.DYN.MORT","YR1989","Uncertainty bound is 157.7 - 197.9",
"CAF","SH.DYN.MORT","YR1990","Uncertainty bound is 158.2 - 198.1",
"CAF","SH.DYN.MORT","YR1991","Uncertainty bound is 158.2 - 197.5",
"CAF","SH.DYN.MORT","YR1992","Uncertainty bound is 157.6 - 196.8",
"CAF","SH.DYN.MORT","YR1993","Uncertainty bound is 157.2 - 195.7",
"CAF","SH.DYN.MORT","YR1994","Uncertainty bound is 156.6 - 195",
"CAF","SH.DYN.MORT","YR1995","Uncertainty bound is 155.7 - 194.2",
"CAF","SH.DYN.MORT","YR1996","Uncertainty bound is 155.1 - 193.8",
"CAF","SH.DYN.MORT","YR1997","Uncertainty bound is 154.4 - 192.8",
"CAF","SH.DYN.MORT","YR1998","Uncertainty bound is 153.5 - 192.1",
"CAF","SH.DYN.MORT","YR1999","Uncertainty bound is 152.5 - 191.3",
"CAF","SH.DYN.MORT","YR2000","Uncertainty bound is 151 - 190.4",
"CAF","SH.DYN.MORT","YR2001","Uncertainty bound is 149.4 - 189.7",
"CAF","SH.DYN.MORT","YR2002","Uncertainty bound is 147.6 - 189.4",
"CAF","SH.DYN.MORT","YR2003","Uncertainty bound is 145.3 - 189.2",
"CAF","SH.DYN.MORT","YR2004","Uncertainty bound is 142.6 - 189.6",
"CAF","SH.DYN.MORT","YR2005","Uncertainty bound is 139.4 - 190.4",
"CAF","SH.DYN.MORT","YR2006","Uncertainty bound is 135.6 - 191.5",
"CAF","SH.DYN.MORT","YR2007","Uncertainty bound is 131.7 - 192.2",
"CAF","SH.DYN.MORT","YR2008","Uncertainty bound is 126.8 - 192.6",
"CAF","SH.DYN.MORT","YR2009","Uncertainty bound is 121.1 - 192.4",
"CAF","SH.DYN.MORT","YR2010","Uncertainty bound is 114.7 - 192.5",
"CAF","SH.DYN.MORT","YR2011","Uncertainty bound is 108.5 - 192.4",
"CAF","SH.DYN.MORT","YR2012","Uncertainty bound is 101.9 - 192.8",
"CAF","SH.DYN.MORT","YR2013","Uncertainty bound is 96.4 - 193.1",
"CAF","SH.DYN.MORT","YR2014","Uncertainty bound is 90.2 - 192.7",
"CAF","SH.DYN.MORT","YR2015","Uncertainty bound is 84.4 - 192.2",
"CAF","SH.DYN.MORT","YR2016","Uncertainty bound is 78.1 - 190",
"CAF","SH.DYN.MORT","YR2017","Uncertainty bound is 73.3 - 189.8",
"CAF","SH.DYN.MORT","YR2018","Uncertainty bound is 68.7 - 189.6",
"CAF","SH.DYN.MORT","YR2019","Uncertainty bound is 63.9 - 189.4",
"CAF","SH.STA.OWAD.ZS","YR1975","Plausible bound is 6.6 - 14.3",
"CAF","SH.STA.OWAD.ZS","YR1976","Plausible bound is 6.9 - 14.5",
"CAF","SH.STA.OWAD.ZS","YR1977","Plausible bound is 7.3 - 14.8",
"CAF","SH.STA.OWAD.ZS","YR1978","Plausible bound is 7.6 - 15",
"CAF","SH.STA.OWAD.ZS","YR1979","Plausible bound is 7.9 - 15.4",
"CAF","SH.STA.OWAD.ZS","YR1980","Plausible bound is 8.3 - 15.6",
"CAF","SH.STA.OWAD.ZS","YR1981","Plausible bound is 8.6 - 15.9",
"CAF","SH.STA.OWAD.ZS","YR1982","Plausible bound is 8.9 - 16.1",
"CAF","SH.STA.OWAD.ZS","YR1983","Plausible bound is 9.3 - 16.4",
"CAF","SH.STA.OWAD.ZS","YR1984","Plausible bound is 9.5 - 16.7",
"CAF","SH.STA.OWAD.ZS","YR1985","Plausible bound is 9.9 - 17",
"CAF","SH.STA.OWAD.ZS","YR1986","Plausible bound is 10.2 - 17.3",
"CAF","SH.STA.OWAD.ZS","YR1987","Plausible bound is 10.5 - 17.7",
"CAF","SH.STA.OWAD.ZS","YR1988","Plausible bound is 10.9 - 18",
"CAF","SH.STA.OWAD.ZS","YR1989","Plausible bound is 11.2 - 18.3",
"CAF","SH.STA.OWAD.ZS","YR1990","Plausible bound is 11.5 - 18.7",
"CAF","SH.STA.OWAD.ZS","YR1991","Plausible bound is 11.8 - 19.1",
"CAF","SH.STA.OWAD.ZS","YR1992","Plausible bound is 12.2 - 19.4",
"CAF","SH.STA.OWAD.ZS","YR1993","Plausible bound is 12.6 - 19.8",
"CAF","SH.STA.OWAD.ZS","YR1994","Plausible bound is 12.9 - 20.2",
"CAF","SH.STA.OWAD.ZS","YR1995","Plausible bound is 13.3 - 20.6",
"CAF","SH.STA.OWAD.ZS","YR1996","Plausible bound is 13.6 - 20.9",
"CAF","SH.STA.OWAD.ZS","YR1997","Plausible bound is 14 - 21.4",
"CAF","SH.STA.OWAD.ZS","YR1998","Plausible bound is 14.4 - 21.7",
"CAF","SH.STA.OWAD.ZS","YR1999","Plausible bound is 14.7 - 22.1",
"CAF","SH.STA.OWAD.ZS","YR2000","Plausible bound is 15.1 - 22.6",
"CAF","SH.STA.OWAD.ZS","YR2001","Plausible bound is 15.4 - 23",
"CAF","SH.STA.OWAD.ZS","YR2002","Plausible bound is 15.8 - 23.4",
"CAF","SH.STA.OWAD.ZS","YR2003","Plausible bound is 16.2 - 23.8",
"CAF","SH.STA.OWAD.ZS","YR2004","Plausible bound is 16.6 - 24.2",
"CAF","SH.STA.OWAD.ZS","YR2005","Plausible bound is 17 - 24.8",
"CAF","SH.STA.OWAD.ZS","YR2006","Plausible bound is 17.3 - 25.3",
"CAF","SH.STA.OWAD.ZS","YR2007","Plausible bound is 17.7 - 25.8",
"CAF","SH.STA.OWAD.ZS","YR2008","Plausible bound is 18.2 - 26.2",
"CAF","SH.STA.OWAD.ZS","YR2009","Plausible bound is 18.5 - 26.8",
"CAF","SH.STA.OWAD.ZS","YR2010","Plausible bound is 18.9 - 27.3",
"CAF","SH.STA.OWAD.ZS","YR2011","Plausible bound is 19.2 - 27.9",
"CAF","SH.STA.OWAD.ZS","YR2012","Plausible bound is 19.6 - 28.7",
"CAF","SH.STA.OWAD.ZS","YR2013","Plausible bound is 20 - 29.4",
"CAF","SH.STA.OWAD.ZS","YR2014","Plausible bound is 20.3 - 30",
"CAF","SH.STA.OWAD.ZS","YR2015","Plausible bound is 20.7 - 30.8",
"CAF","SH.STA.OWAD.ZS","YR2016","Plausible bound is 21.1 - 31.6",
"CAF","SI.DST.FRST.20","YR1992","Based on data from EPCM. Estimated from grouped consumption data.",
"CAF","SI.DST.FRST.20","YR2003","Based on data from ECASEB. Estimated from unit-record consumption data.",
"CAF","SI.DST.FRST.20","YR2008","Based on data from ECASEB. Estimated from unit-record consumption data.",
"CAF","SI.POV.GINI","YR1992","Based on data from EPCM. Estimated from grouped consumption data.",
"CAF","SI.POV.GINI","YR2003","Based on data from ECASEB. Estimated from unit-record consumption data.",
"CAF","SI.POV.GINI","YR2008","Based on data from ECASEB. Estimated from unit-record consumption data.",
"CAF","SI.POV.NAHC","YR2008    ","Source: CAR2008 Rapport ECASEB et Profil 2008 pagine tabulé finalysé. Poverty line is absolute. Government estimate.",
"CAF","SL.TLF.0714.ZS","YR2000    ","Multiple Indicator Cluster Survey (MICS).",
"CAF","SL.TLF.0714.ZS","YR2010","Multiple Indicator Cluster Survey (MICS).",
"CAF","SP.UWT.TFRT","YR1995","Source: Central African Republic 1994-1995 Demographic and Health Survey",
"CAF","SP.UWT.TFRT","YR2010","Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.Source: Central African Republic 2010 Multiple Indicator Cluster Survey",
"CAN","IT.NET.USER.ZS","YR1990","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1991","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1992","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1993","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1994","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1995","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1996","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1997","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1998","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR1999","Source: Statistics Canada.",
"CAN","IT.NET.USER.ZS","YR2000","Source: Statistics Canada.;Note: Survey result; scope age unknown.",
"CAN","IT.NET.USER.ZS","YR2001","Source: Statistics Canada.;Note: Survey result; scope age unknown.",
"CAN","IT.NET.USER.ZS","YR2002","Source: Statistics Canada.;Note: Survey result; scope age unknown.",
"CAN","IT.NET.USER.ZS","YR2003","Source: Statistics Canada.;Note: Survey result; scope age unknown.",
"CAN","IT.NET.USER.ZS","YR2004","Source: Statistics Canada.;Note: Survey result; scope age unknown.",
"CAN","IT.NET.USER.ZS","YR2005","Source: Statistics Canada.;Note: Population age 16+.",
"CAN","IT.NET.USER.ZS","YR2006","Source: ITU estimate.;Note: Estimated based on Survey's results 2005 and 2007. Population age 16+.",
"CAN","IT.NET.USER.ZS","YR2007","Source: Statistics Canada.;Note: Population age 16+.",
"CAN","IT.NET.USER.ZS","YR2008","Source: ITU estimate.;Note: Estimate based on Survey's results 2007 and 2009. Population age 16+.",
"CAN","IT.NET.USER.ZS","YR2009","Source: Statistics Canada.;Note: Population age 16+.",
"CAN","IT.NET.USER.ZS","YR2010","Source: Statistics Canada.;Note: Population age 16+. Survey was redesigned; therefore comparison with previous years should not be done.",
"CAN","IT.NET.USER.ZS","YR2011","Source: ITU estimate.",
"CAN","IT.NET.USER.ZS","YR2012","Source: CIUS.;Note: Residents of Canada 16 years of age or older excluding: Residents of the Yukon; Northwest Territories and Nunavut; Inmates of Institutions; Persons living on Indian Reserves; and Full time members of the Canadian Forces.",
"CAN","IT.NET.USER.ZS","YR2013","Source: ITU estimate.",
"CAN","IT.NET.USER.ZS","YR2014","Source: ITU estimate.",
"CAN","IT.NET.USER.ZS","YR2015","Source: Pew;Note: 18+",
"CAN","IT.NET.USER.ZS","YR2016","Source: Statistics Canada",
"CAN","IT.NET.USER.ZS","YR2017","Source: Pew;Note: 18+",
"CAN","SE.PRM.ENRR","YR2004","UIS Estimation",
"CAN","SH.DYN.MORT","YR1960","Uncertainty bound is 32.1 - 33.2",
"CAN","SH.DYN.MORT","YR1961","Uncertainty bound is 31 - 32.1",
"CAN","SH.DYN.MORT","YR1962","Uncertainty bound is 30 - 31",
"CAN","SH.DYN.MORT","YR1963","Uncertainty bound is 28.9 - 29.9",
"CAN","SH.DYN.MORT","YR1964","Uncertainty bound is 27.8 - 28.7",
"CAN","SH.DYN.MORT","YR1965","Uncertainty bound is 26.6 - 27.6",
"CAN","SH.DYN.MORT","YR1966","Uncertainty bound is 25.6 - 26.5",
"CAN","SH.DYN.MORT","YR1967","Uncertainty bound is 24.5 - 25.4",
"CAN","SH.DYN.MORT","YR1968","Uncertainty bound is 23.5 - 24.4",
"CAN","SH.DYN.MORT","YR1969","Uncertainty bound is 22.6 - 23.4",
"CAN","SH.DYN.MORT","YR1970","Uncertainty bound is 21.6 - 22.3",
"CAN","SH.DYN.MORT","YR1971","Uncertainty bound is 20.6 - 21.3",
